Id,Label,Tweet Text
1252529908917637121,0,#Covid19: Dept of Health and HSE ignored warnings on nursing homes | Impending crisis apparent over a month ago #CoronaVirusIreland #RespectWorkers https://t.co/aZmJWudirN
1276010304564936704,0,#Cuomo #CuomoKnowingly #CuomoKilledGrandma He did it on purpose put infected Covid19 patients into the Nursing Homes. https://t.co/td9JgG6ShI
1242121783928471553,5,"#Curfew in Maharashtra
पिटेगा इंडिया तभी तो सिखेगा इंडिया 👊🏼💥😀😀
@AndheriPeople @AUThackeray   @BeingSalmanKhan @MumbaiPolice Mumbai police is doing outstanding Job seriously Go #MumbaiPolice  we are with you people don't understand #curfew #coronavirus still in joke https://t.co/VE9gilPuJG"
1283509689263837188,6,#Florida @GovRonDeSantis giving #COVID19 update:  State has established 15 COVID-only nursing homes comprised of 1600 beds in various parts of the state. @ActionNewsJax @WOKVNews #Coronavirus
1243636277116678144,3,"#GoodNews - ""This calculator tells you exactly how big your coronavirus stimulus check could be"" https://t.co/VpKXXEiqvu"
1304090425884631045,4,"#Government sets out comprehensive support for renters this winter 
https://t.co/KeKcZaTYK9
#Abuse #Coronavirus #Court #Fraud #Housing #Legislation #Market #Property #PublicHealth #Rent #Research #Secretary #Strike #UK #UKGovernment https://t.co/qqY9RfFEHb"
1261222865308995585,2,"#Graduates are facing challenges in the search for their new #career opportunities as the UK economy falters amidst the fallout from the Coronavirus. There is no magic wand we can wave, but we do have some helpful advice for graduates with their job search
https://t.co/qXqfe7aqks"
1261349758905520129,0,#JohnDoesNotSpeakForMe he speak for white privileged who works from home 🏡 and want majority of blacks die of Covid-19 in their place of work
1308574215994474496,0,"#JusticeForAlHilal 
#JusticeForAlHilal

We call on the FIFA president to move quickly and take measures to the AFC for what he is doing towards Al Hilal Saudi Arabia, the best Arab and Asian club, the players of the first team with Covid-19 has not taken any action on them ?! https://t.co/Gb6qOBJksH"
1296684624094035969,2,"#Leeds
#Coronavirus: #Job shortage sees 1,000 people chase one position
https://t.co/Va8YxAMoCW"
1261262416651915264,1,#Live Govt devising policy in view of issues by low income people: Prime Minister Imran Khan expresses views on Covid-19 situtation https://t.co/JbNVkdRqkK @AsimSBajwa @shiblifaraz https://t.co/tmfG8qaSiq
1250759967994523648,1,"#PrinceHarry talk about abandoning #British families of vulnerable disabled children during the #CoronavirusPandemic #Covid_19 #coronavirus #covid19

https://t.co/2nxKr4OGhz https://t.co/R7U3BqlNkT"
1284503196996562944,0,"#ProtectOurKids

Propaganda Covid-19 news shows AZ 'falling'. If true, why are refrigerated trucks being called in because local mortuaries are overwhelmed? Why are test results taking a week? Why are ICU's filled? Why is it in 'crisis mode' - elderly sent home 4 young?"
1269770253904433154,1,#Race #Coronavirusoutbreak Coronavirus UK: BAME women suffer harder financial hit https://t.co/S1sTXtQ560
1254806887436111873,1,#Race #hate crimes – collateral damage of #Covid-19? | Institute of Race Relations https://t.co/ZpjdH6NA6T
1283169384912039940,1,"#SBA fails people of color. 👇
""Small businesses reel from the coronavirus toll on Black communities""  https://t.co/UHhJtHntiI"
1289139183462817792,2,"#SOPsToSustainSuccess

The administration is conducting the coronavirus test of cattle vendors and ensuring that every person in the market is wearing a mask. They have also banned children and elderly [from] visiting cattle markets.”

@UzmaWriteUps 
@fahad_faiez https://t.co/1Sa5NqODXT"
1254752378730971136,1,"#SocialistSaturday 2nd May 5pm Live online meeting discussing race, class and coronavirus with:

• Michael Brown, socialist and activist-organizer in Long Beach, California. Organiser against police terror; co-founded a #BlackLivesMatter chapter

https://t.co/YYmWimBO9f https://t.co/5BHVQ8gSUS"
1276087598042288129,2,"#TagTravel #COVID19updates #travelnews @TAGTravel_Za @Hashtag_Hol_ZA 
🇦🇺✈️6,000 Qantas job cuts as result of covid-19 &amp; implementation of cost-saving plan
🇲🇻plan to reopen tourist resorts mid-July
🌴Hawaii-Pre-testing programme lets travellers avoid quarantine
⤵️"
1301091777731088384,0,#TonyAbbot 'economic cost of lockdowns meant families should be allowed to consider letting elderly relatives with #coronavirus die by letting nature take its course.'  You can tell a man by the company he keeps.. Tory party looks to hire this man. @julie4north @Calanais56
1251424734778142720,1,"#Trump seems to be hammering the press more than usual on Twitter &amp; during his campaign rallies, sorry I mean press conferences. Purposely causing unrest across the U.S. Its almost like he's trying to draw attention away from the shit job hes done during the #coronavirus outbreak https://t.co/xSorCaHu0P"
1266495322051805186,1,#Trump should schedule a rally in #Minneapolis  tomorrow &amp; remind the African American community how low their unemployment numbers are. Ask them “what have they got to lose?” &amp; see if the #lootingshooting   line gets as big a laugh as #coronavirus hoax.
1305593409428545536,2,"#UK faces one million job cuts in 2020 due to #coronavirus: study

#TheNews"
1308881633056034818,0,"#Victoria #Australia Lockdowns and curfews, killing more people than covid-19

""Old people are dying in nursing homes of things like Leukemia and loved ones are being offered more than $10,000 for the funeral if they agree to have covid-19 as the cause of death"""
1267241242343215104,2,"#adamnfinesoda was ready to be served this spring. I quit my job and was ready to commit. A week before launching, events started shutting down due to #covid19 . This situation was not financially viable, delaying… https://t.co/1xckSPsM6I"
1251274809633394688,4,#coronavirus #Stimulus check here i am almost a month gone i filed with usa free file and i am told that the irs rejected my claim the reason why cause there is already a claim filed for me. I said yea my claim i done back first of April lets not think what date today is
1296700582074490880,1,"#coronavirus has its plus side if you're a Tory or friend of..
It gets you promoted,  it gets you or your friends million pound contracts, it turns you into an expert of excuses, deflection and lies, but best of all, you can fuck up big time  &amp; still keep your job ! Unreal !!!!"
1256937828078018565,3,"#covid19 is having a serious impact on mental health. To ensure that you have the supports you need, we've had a 4th Elder to the  NWAC toll free support line: Elder Roberta Oshkawbewisens. 

They are available Monday-Friday,  9-11 am EST and 1-3 pm EST. Toll Free: 888-664-7808 https://t.co/8khP6PNwIc"
1262009647092903937,0,"#covidiots
Blame governors for the coronavirus deaths in nursing homes: Goodwin  https://t.co/7NJhLPuQOP"
1302286397181624320,2,"#hr #Recruitment #manualtesting  I am looking for job. Due to covid19, I lost my job..Plz forward and find me a job #Thanks"
1258367235439185920,2,"#hustlersplatformI literally just got the most heartbreaking 💔 phone call of my life, my company wont be renewing my contract past may i just literally lost my job i hate covid 19 💔😭😢

If anyone is looking for somone to help with anything hit me up 😭😢"
1295034542437236738,0,"#jeeneetpostponed 
Recently in USA many students were found covid 19 positive......By looking this condition it's your job to please take the right decision
#cancelallexams 
#HRDMinistry"
1256858321828675585,0,#ridge This Government have killed of the elderly now it’s working on the kids by sending them back to school. We need to be 100% certainty that they can’t catch coronavirus before thinking about sending them back. #ToryCriminalCovidMismanagement #ToryGenocide #marr
1247634476064268288,1,"#thefive @TheJuanWilliams Of course you must bring race into the equation discussing Covid19, the Mayor of Chicago should ask the question why are my communities of color succumbing more frequently, lack of social services,lack of enforcement,lack of urgency 🤔🇺🇸 @TheFive"
1249369630625484800,1,"#چور_دےپتر_پٹواری
Prime minister Imran Khan once again made history. In case Covid-19 poor people was very upset specielly labours. He gives 12000 rupees all poor people as they can buy something just like food etc..
@TeamPakGuardian 
@ImranKhanPTI 
@ArifAlvi 
@hansbadvi https://t.co/p7mgLwHknt"
1306798253883629574,1,"'Ching chong! You have Chinese virus!': 25 percent of Asian American youths have been victims of racist bullying, report says https://t.co/FNbk6B4Mee via @nbcnews"
1261556333268140032,2,'It's a Race to the Bottom.' The Coronavirus is Cutting Into Gig Worker Incomes as the Newly Jobless Flood Apps - TIME https://t.co/X33KkPbCgH via sports marketing
1302769853699371010,1,"'Let's be honest': Harris gets real about racism, pandemic job losses, and a coronavirus vaccine https://t.co/wXaClrQO9T"
1277213411827474433,1,"'Vulnerable' and 'underlying conditions' are both just EUPHEMISMS for the word DISABLED. 

That then should also tell you the scope of the tragedy Covid19 has been through the pandemic? Too.

#DisabledNotVulnerable
#UnderlyingConditionsAreDisabilities
#DisabledDemocideUK"
1260542225970274305,1,"'We want to study you': For some blacks, coronavirus triggers fear of Tuskegee experiment https://t.co/QSHgAvSTM3 YOU BROUGHT THIS TO OUR NEIGHBORHOODS BS AT ITS BEST AGAIN WE ARE MISTREATED LEFT UNTREATED BECAUSE OF YALLS MESS KILL YOURSELVES NOT US ITS NOT IN RICH NEIGHBORHOODS"
1257604266807738370,2,"*Do you have a Job?or you would like to Go out and be safe this pandemic Season?😂, Don't panic!
Let me introduce you to @RidealongNG we connect you with a *Private Car 🚗Owner* in your area that is going your way

#lockdown #lagos #covid-19
click to join https://t.co/JamYCFQeoH"
1269964274627207169,0,"*Elderly man from Handwara dies 11 days after being admitted to CD hospital, J&amp;K’s covid-19 toll 44* .
.
Srinagar, June 8: A 65-year-old man from Handwara died at a CD hospital here,  eleven days after he was… https://t.co/eRKOoATI2c"
1254175686161575937,0,",,.,

Ron #DeSantis downplayed the # of #Covid_19 deaths in #NursingHomes
to help reelect #Trump

https://t.co/2ph8zQ4LvQ

#Fromm
#DropOutBiden
#Goodwin #ReginaHall #PokemonGOCommunityDay
#Trumpgenocide #TrumpIsALaughingStock #TrumpPressBriefing #Covid_19 #Elderly #Florida"
1284780842527518721,2,"-MPHW/FHW has done tremendous job during this covid-19 pandemic, and still doing without any leave.

-We perform our duties faithfully in this risky situation without thinking of our family.

-Though we get 1900GP.. how fair is it?

-#2800GredPay_Mphw_Fhw is our Right.. @CMOGuj"
1285160321578151936,2,"..
🇬🇧 More sad news ~ from The Tower of London this time. ☹️
#HRP #TowerOfLondon #Beefeaters 

Coronavirus: Tower of London Beefeaters face job cuts due to pandemic https://t.co/8Jp5wNJICS"
1245294168534114306,7,.@HMRCcustomers Please can you confirm if there'll be further clarification in next iteration of guidance on Coronavirus Job Retention Scheme on how it applies to private sector employers who have a contract with a public sector body to provide services? 1/2
1260924510368182278,1,".@LASDHQ wants to charge inmates with assault with a deadly weapon if any deputies get #COVID.
Excuse me?
It's was the job of #LASD to make sure no #coronavirus got into the jails in the first place! 
Way to deflect responsibility!"
1255420925123624963,0,".@MattHancock A badge I have to pay for, substandard PPE, an insulting £60k for my family if I die from Covid-19 (if they can prove it was because of work) and clapping on a Thursday. Have you done your job properly? No you fucking haven’t. How do you sleep at night? #ToryMurder"
1247935077880705026,0,".@OutnumberedOT WRONG. Hispanics are NOT the only ones with higher #coronavirus Its the minority that HAVE to work. So u can shop, eat takeout food, have essential things. Higher exposure=more chance of getting the virus. Get off the hispanc train, lady doctor in blue. #FOX"
1308421167271813120,2,".@UNDP calls for temporary Basic Income as way to help the world's poorest recover from Covid19 pandemic https://t.co/sRniHcD2mQ 
#BasicIncome #BuildBackBetter #UBI"
1257782641987858435,1,".@UNHumanRights  Rights Group Monthly Report: Increasing Nr. of Executions in #Iran Amid #Coronavirus 
Iranian authorities have executed 32 individuals incl; juvenile offenders, members of ethnic minorities&amp;drug related convicts #HumanRightsViolations 
https://t.co/HXr6dm9Nzl"
1299111779033808898,3,.@USDOL published answers to frequently asked questions about eligibility for paid leave under the Families First Coronavirus Response Act as schools reopen: https://t.co/xFrFVSgo1I
1253769497787248640,0,1 in 5 Coronavirus Deaths Could Have Been Prevented by Securing Nursing Homes | Frontpage Mag https://t.co/NjyEn61PkD
1281408754278334464,1,"1) what does it say about police brutality when people are willing to leave their quarantine to protest? Especially people of color, to whom coronavirus has affected a higher percentage of their population 16/24"
1294202842891390976,0,"1/2 A piece of jiggery pokery from the Daily Click Bait’s Cian Tracey. Tracey claims a Munster Academy player, who had been training with the senior squad has been diagnosed with Covid 19. The official Munster statement says; “The player involved"
1270278783740841998,3,"10 June is an important date for furloughing 
The coronavirus job retention scheme is changing from 1 July 2020. The last date an employee can start a 3 week period of furlough is 10 June https://t.co/SaSHcJvcVM https://t.co/ZtOoHs3KfU"
1254744647756328963,1,"100% this: ""We immigrants are the ones putting our lives in the frontlines. It shouldn't be about race, it should be about the work we do."" #covid19 #coronavirus #heroism #mondaymotivation https://t.co/ZtBZ2fmFI2"
1262263092764868609,2,135 million Indians may lose job due to coronavirus impact - Deccan Chronicle https://t.co/5vJ7bfhkE2
1276854847053033473,0,"195 covid cases reported in Kerala today , which is the record high for the state. Kerala is on the verge of a community spread. Meanwhile KTU - Let's conduct the exams and make the job easier for covid 19. #StudentsLivesMatters #callofktuexams #calloffuniversityexams"
1263356448597086209,0,"2 members Covid 19 positive cases from dead person at Rana Pratap nagar, Borabanda.. No serious action visible and senior citizen in locality are in panic state.. need urgently attention"
1254523060478042112,0,"2,934,141 confirmed #coronavirus cases world-wide
203,670 individuals have #died globally
829,075 people recovered world-wide
5,184,635 tests conducted in the U.S.
941,628 cases in the #USA
54,480 deaths (25% at #senior facilities)
Have you known anyone? 
RT with their name."
1298184151225503744,2,"2/2 - It also found that (short term) 69% of businesses planned to cut their office space and 73% said the move to working from home had actually increased the pool of job candidates.

#covid19 #coronavirusimpact #newnormal #businessowners #businessrecovery #businessresilience https://t.co/jbyg90w9VM"
1243987247470264320,6,"29032020,
Covi is more dangous .Gov ask us to stay home. I'm scared,i'll may die of covid or no money.I'd itvd and got new job, but I'm not sure if that cpn will change their mind.Bcs of disease,many cpn laid off epys.I'm home for 3 days,I don't expect this holiday to longer🙂"
1260442926989148166,4,"2nd stimulus check, 'hazard pay' for essential workers and other highlights of coronavirus HEROES Act https://t.co/nB0P36euGf via @ABC11_WTVD"
1261167133989486592,0,3 Out of 5 Deadliest Coronavirus Outbreaks Were in State Nursing Homes | Frontpagemag https://t.co/xOpTVGiDwc
1244338982781177856,0,"3 Rhode Island nursing homes have had cases of #coronavirus - did not say which ones. 
#nursinghomes"
1307044481611505665,1,"4/4 Let me remind you that this is happening in the context of increased tensions between the #Quebec State &amp; the Jewish community as well as other religious minorities that continue to be oppressed by the openly discriminatory Law 21 
#NL21 #Covid19 #Polqc #ShanahTovah #polmtl"
1248900808743292928,1,"44% of medical staff in the NHS are of black, Asian and minority ethnic (BAME) origin, compared with 14% of the population of England &amp; Wales. UK government urged to investigate coronavirus deaths of BAME doctors| The Guardian https://t.co/iBHVC3EoDb"
1300490451905060867,0,"6 Million Covid 19 cases
183,203 Deaths.

To put that into context:

That is more dead then the entire population of the city of #AMARILLO #Texas

More infected the the entire population of Ireland, Cyprus and Malta Combined.

Awesome Job @realDonaldTrump 

You dipshit"
1252749523308425222,1,"70 percent of health workers who died of coronavirus in UK are blacks, other ethnic minorities https://t.co/RfEJ5MQzdl"
1309236664720596992,3,8 Job Skills To Succeed In A Post-Coronavirus World https://t.co/2dG3AdkXM8
1307150498068418561,0,"9 senior RSS members contract Covid-19 at Nagpur headquarters, hospitalised - Hindustan Times https://t.co/0KnEvVHyxL #diabetes #vingscommunity #news"
1297415958068449280,0,@0Roxy2 @tonyargyle1 @Marco55139885 @mattletiss7 Tell that to the families of the hundreds of healthcare staff who died because they were caring for patients with Covid 19. My own family lost a 36 year old fit and healthy cousin! I worked in ICU in mid April.... the patients were by no means all elderly.
1303669469894651904,0,@13thethe Donald Trump did not create coronavirus did not cause it and he damn sure did not make the decision to stick Corona patience and some months the population most likely to die from it the elderly you did you murdering bastard it's all on you!
1283943448907853825,0,"@4YrsToday I'm bothered that the state's with the highest death toll are 5he ones where they put Covid-19 patients in nursing homes leaving a huge ship to just sit in the harbor when our moms, dads and grandparents die"
1254071302974996480,6,@99freemind Not sure why people are complaining.... Cuomo is putting Covid19 patients in nursing homes. He’s all for killing people. NY values.
1270139429450121218,1,"@ABC @SpeakerPelosi @TheDemocrats  @realDonaldTrump @HouseGOP @SenateGOP @WhiteHouse 
START HERE: Make Black American/African American An Actual Nationality. Pay us our 40 acres &amp; a mule or the equivalent. Atone for your Sins. #COVID19  #coronavirus #BestFriendsDay #Insecure"
1288754382121701379,0,"@ABC I see some children in the class without masks. They’re not socially distanced.  Read that Covid19 can linger in the air for 3 hours. A greater danger would be the child taking it home to parents, elderly, &amp;med compromised family members. Kids are more likely 2b asymptomatic."
1276276598073962496,4,"@ABC The Coronavirus Aid, Relief, and Economic Security Act, also known as the CARES Act, (passed in March) pays hospitals 3 times the allowed Medicare price.  Terminal cancer, heart attack, auto accident, sprain ankle..as long as it's coded as ""Covid"", hospital 3 times federal money."
1294329553742159872,4,"@ABC 🙄 people laid off, or unable to find work due to covid19 were eligible for their STATE unemployment benefit (amount based upon wages from job worked). 
The $600 EXTRA from the federal government actually ended up in mpst cases giving people more money than they earned working 🙄"
1288453197066010624,0,"@AP Come to #nyc! Here, not only are people with #coronavirus allowed in nursing homes, our governor @NYGovCuomo mandates it!"
1254967773341548545,1,"@AYCOMEDIAN @AYCOMEDIAN I discovered that the human race is better of without racism. The covid 19 has make almost the whole world coming together as one  to fight this pandemic.  And togetherness is the shortest way to curb it. 
#lockdowndiscoveries https://t.co/cE1RwCd671 thanks"
1252658312899788800,0,"@AZBrianAnderson @RepFrankCarroll @katiehobbs @LaurieRoberts @AZGOP Along with how the rest of the majority of Az feels about people who would spread covid19,with disregard to children,nurses,docs,elderly and everyone else. Course not smart enough to realize they also also could get sick o die - same mentality as drunk drivers.If the shoe fits..."
1292599142439624705,6,@AagaardPeer I'm just back after my shift in the gas chamber! The oven door got stuck so again we had to switch to burning bodies in open-air pits. We're toiling awfully hard but at least it's a governmental job so it's safe during this insecure time of coronavirus-caused crisis.
1253183557129900034,0,@AanuoluwapoOm10 The programme where you spread propaganda for Makinde and brought quacks who say all victims of Covid 19 are poor people despite the fact the governor of Oyo State is one of them to come and analyze. Mumu radio stations. I would have sued you on that if I had your time.
1277334741822304256,6,"@Acosta Who allowed Covid-19 patients into the nursing homes in NY, PA, NJ etc.  infecting &amp; killing thousands.  This was a monumental mistake. Let's be honest. This isn't on Trump.  The governors and their policies were at fault. Truth over politics."
1249828872914440195,0,"@AlabasterJone16 @JimmyB_75 @bennyjohnson More than 2,200 coronavirus deaths in nursing homes, but federal government isn't tracking them
The numbers are likely a significant undercount, given the limited access to testing and other constraints, state officials say.
https://t.co/KyZyiJs1IX?"
1306782893205794817,0,@Aldo_9111 @the_resistor @donmoyn @realDonaldTrump Same type studies have been done on surgical scrub procedures.They still do it because common sense prevails. Look at success Asian countries have had. It's preposterous that this is even a debate! Churches that have not followed protocols have been petri dishes of Covid-19.
1262300218692952065,1,"@AldrinSampear 10/10 In true old style African tradition, it is, you protect human life above everything. Motho ko pele chelete ko morago. People know what to do to limit the spread of covid19 but act reckless anyway. Anc councillors know they must give poor people food parcels but steal them."
1282888101585580034,0,@Alyssa_Milano So you’re gonna promote a piece of shit that loaded up nursing homes with Covid-19 patients. Essentially signing their death warrant? Him and his shit bag of a brother need to go see what underwater smells like! https://t.co/EjZNzV10f4
1283149491303055371,1,@Alyssa_Milano This assclown sent Covid-19 positive patients into nursing homes. #KillerCuomo #NursingHomeSlaughter
1292897846212153350,0,"@Alyssa_Milano Whatever dr you're going to, is lying to you. Hair loss isn't from Covid-19, I have a friend who's a Director at the CDC &amp; he said if this wasn't politicized &amp; used to blame Trump, we would never have heard of it. It's ranked between a cold &amp; the common flu. So, poor acting job!"
1286635299179622403,0,"@AmyMcCleery1 @Canadarocks151 @seanhannity Wow! Aren’t you lucky! He’s thought up several ways to mess up the Covid-19 response at the expense of 147,000+ American lives. God help America!"
1293269831102406659,1,@AnarchyAustin1 @Lrihendry Fake News. Business bailouts are for both parties. Poor people can't employ poor people. Only the Rich can. Democrats trying to hyjack the Stimulas Package to line their own pockets and programs that have nothing to do with Coronavirus. Stilling our children's future.
1249814633734713345,0,@Anastasis321 @gtconway3d @HumanSabre @IngrahamAngle @NYGovCuomo @NYCMayor So let me get this right- they’re dead because they are homeless and the governors didn’t do enough in Your opinion to curb homelessness. They’re not dead because of covid-19 and the poor preparedness and denying it existed. Got it
1243178670123929602,2,@AndrewYang @shaunking My boyfriend got fired at the end of December and he started getting unemployment at the end of January. Coronavirus has only made his job search exponentially harder. Will things ever go back to normal? At this point I have little hope...
1261297062743887873,0,@Andrew_Adonis The safety of pupils and their teachers has to be the first concern of headteachers and local authorities. If the government had done a better job of dealing with Coronavirus it would be in a more authoritative position to relax the lockdown.
1300978008686301184,0,"@AngelaBelcamino @NYGovCuomo NY has 2nd highest death rate in US.  And if there's any US politician with blood on his hands, it's Gov Cuomo, for his policy requiring nursing homes with no infected patients to take in people sick with Covid19, spreading the disease to the most vulnerable."
1262501958688145410,6,"@AnneMcCloyNews @NYGovCuomo @CBS6Albany That’s because he doesn’t want to be prosecuted, because of forcing nursing homes to take Coronavirus patients. #Cuomocamps #killerCuomo"
1303142441940328448,1,"@AnnieTrodd Criminally incompetent

The charges will include:
- wilful neglect of the elderly covid19 patients
- fraudulent handling of government contracts
- corporate manslaughter
- high treason
- insider trading / market manipulation
- corruption"
1283822346252541952,4,@AnthonySabatini @brikeilarcnn Awww @AnthonySabatini wants credit for getting paid to do his job and simultaneously use it to politicize his poor choice not to wear a mask. Irony sucks: you wouldn’t need to work to help covid-19 patients if you asked people to wear masks.
1286709568492302336,2,@Anurag_Office Sir....due to covid19 I had lost my job.....pls help me to secure a job....your one small RECOMMENDATION can change my whole life..
1257701976135151617,2,@Apple Could I use this instead of a laptop? I don’t have access to either and I’ve lost my job due to Covid-19 so I’m not sure I could afford one 🤔
1281641174302769153,2,@ArvindKejriwal  in covid 19 situation without any information and without three month salary IIMC near vast kunj 20 guards are fire from job plz do something for us
1245105499776765952,1,"@ArvindKejriwal Accusations on Delhi #TJmarkaz for coronavirus issues is a distraction from India’s lagging in Testing coronavirus since March2020. 104 million elderly persons aged 60 years or above in India with immune deficiency should be tested n 
S. DistancingWorries

https://t.co/bZFU6gWuGv"
1290000388414791680,5,"@ArvindKejriwal Kejriwal You do  good job against coronavirus
But the gym owners and trainers survive very long time. We are humble request please open the gym"
1262400037939589120,3,"@ArvindKejriwal Senior citizens, pregnant ladies, children, persons with chronic disease
 are soft target of covid19 so please #stayhomestaysafe"
1266957576157028353,0,"@AshaRangappa_ The problem is that they are giving trump a big excuse and a chance to blame, Democrats,  blacks and brown's in case of the Covid-19 pandemic comes around again and kills more people in the USA. His excuse will be ( they were rioting and vandalizing for weeks with out masks )."
1300402251966623745,0,"@AvittiaCharro @Gizmodo After some age most people have some medical conditions. They can continue to live with these conditions but the covid-19 took them earlier.

Losing elderly is not good for the society. We should protect them."
1258359582772076549,0,"@B5BLUE2019 @seanhannity He did a good job?? 🤣🤣🙏 We are number 1 in the World for coronavirus deaths. Your President downplayed the virus for 80 days, golfed, tallied and partied 

The almost nonexistent travel ban was too little and too late"
1257860407319986176,1,"@BBCBreaking why is the BBC not covering anything about the despicable behaviour of swedish hospitals to their elderly during covid19 https://t.co/EovQSGNFNG 
https://t.co/off7pqWOvM and the guardian has it too"
1248594649238794245,0,@BBCHindi You take care of what's happening in uk. Your pm himself in suffering from covid-19 but your job is to spread fake news for india. That's why I never watch bbc.
1260200468988538882,0,@BBCNews black and Asian deth rate from covid19 you've not worked it out it's simple vitamin d deficiency black and asian skin needs more sun than they get in this latitude and most cover up all year
1270047790576648199,1,@BBCNewsnight Racism shouldn’t exist. We are one race human. That’s it. Various genetic variations that have physical manifestations are irrelevant. Every effort should be made to ensure this becomes universally acknowledged but ignoring the severity of covid-19 is dangerous.
